orig_strain	virus	subgenogroup	accession	seq-len	date	age	sex	host	genbank-host	country	region	moltype	strain	url	authors	title	date_added
SARS/VeroE6_lab/USA/WTic_c2P10/2009	Severe acute respiratory syndrome-related coronavirus		KF514397	29687	2009-05-19					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c2P10/2009__KF514397	https://www.ncbi.nlm.nih.gov/nuccore/KF514397	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c2P20/2009	Severe acute respiratory syndrome-related coronavirus		KF514409	29687	2009-07-08					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c2P20/2009__KF514409	https://www.ncbi.nlm.nih.gov/nuccore/KF514409	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c3P1/2009	Severe acute respiratory syndrome-related coronavirus		KF514418	29687	2009-03-18					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c3P1/2009__KF514418	https://www.ncbi.nlm.nih.gov/nuccore/KF514418	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c3P10/2009	Severe acute respiratory syndrome-related coronavirus		KF514396	29687	2009-05-19					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c3P10/2009__KF514396	https://www.ncbi.nlm.nih.gov/nuccore/KF514396	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c3P20/2009	Severe acute respiratory syndrome-related coronavirus		KF514423	29687	2009-07-08					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c3P20/2009__KF514423	https://www.ncbi.nlm.nih.gov/nuccore/KF514423	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
WTic	Severe acute respiratory syndrome-related coronavirus		JF292921	29646	2009-03-18					USA	north_america	genomic RNA	WTic__JF292921	https://www.ncbi.nlm.nih.gov/nuccore/JF292921	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
wtic-MB	Severe acute respiratory syndrome-related coronavirus		FJ882927	29687	2007-09-26					USA	north_america	genomic RNA	wtic-MB__FJ882927	https://www.ncbi.nlm.nih.gov/nuccore/FJ882927	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
wtic-MB	Severe acute respiratory syndrome-related coronavirus		FJ882932	29646	2008-03-28					USA	north_america	genomic RNA	wtic-MB__FJ882932	https://www.ncbi.nlm.nih.gov/nuccore/FJ882932	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
wtic-MB	Severe acute respiratory syndrome-related coronavirus		FJ882933	29648	2008-03-28					USA	north_america	genomic RNA	wtic-MB__FJ882933	https://www.ncbi.nlm.nih.gov/nuccore/FJ882933	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
wtic-MB	Severe acute respiratory syndrome-related coronavirus		FJ882934	29647	2008-03-28					USA	north_america	genomic RNA	wtic-MB__FJ882934	https://www.ncbi.nlm.nih.gov/nuccore/FJ882934	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
wtic-MB	Severe acute respiratory syndrome-related coronavirus		FJ882935	29647	2008-03-28					USA	north_america	genomic RNA	wtic-MB__FJ882935	https://www.ncbi.nlm.nih.gov/nuccore/FJ882935	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
wtic-MB	Severe acute respiratory syndrome-related coronavirus		FJ882936	29646	2008-03-28					USA	north_america	genomic RNA	wtic-MB__FJ882936	https://www.ncbi.nlm.nih.gov/nuccore/FJ882936	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
wtic-MB	Severe acute respiratory syndrome-related coronavirus		FJ882937	29648	2008-03-28					USA	north_america	genomic RNA	wtic-MB__FJ882937	https://www.ncbi.nlm.nih.gov/nuccore/FJ882937	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
wtic-MB	Severe acute respiratory syndrome-related coronavirus		FJ882938	29687	2007-09-22					USA	north_america	genomic RNA	wtic-MB__FJ882938	https://www.ncbi.nlm.nih.gov/nuccore/FJ882938	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
wtic-MB	Severe acute respiratory syndrome-related coronavirus		FJ882939	29646	2008-03-28					USA	north_america	genomic RNA	wtic-MB__FJ882939	https://www.ncbi.nlm.nih.gov/nuccore/FJ882939	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
wtic-MB	Severe acute respiratory syndrome-related coronavirus		FJ882946	29647	2008-03-28					USA	north_america	genomic RNA	wtic-MB__FJ882946	https://www.ncbi.nlm.nih.gov/nuccore/FJ882946	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
wtic-MB	Severe acute respiratory syndrome-related coronavirus		FJ882947	29616	2008-03-28					USA	north_america	genomic RNA	wtic-MB__FJ882947	https://www.ncbi.nlm.nih.gov/nuccore/FJ882947	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
wtic-MB	Severe acute respiratory syndrome-related coronavirus		FJ882949	29647	2008-03-28					USA	north_america	genomic RNA	wtic-MB__FJ882949	https://www.ncbi.nlm.nih.gov/nuccore/FJ882949	Yount,B., Curtis,K.M., Fritz,E.A., Hensley,L.E., Jahrling,P.B., Prentice,E., Denison,M.R., Geisbert,T.W. and Baric,R.S.	Reverse genetics with a full-length infectious cDNA of severe acute respiratory syndrome coronavirus	2020-01-27
BtKY72	Severe acute respiratory syndrome-related coronavirus		KY352407	29274	2007-08-XX			Bat	Rhinolophus sp. (bat)	Kenya	africa	genomic RNA	BtKY72__KY352407	https://www.ncbi.nlm.nih.gov/nuccore/KY352407	Tao,Y., Chommanard,C., Kuzmin,I. and Tong,S.	Complete genome sequence of a SARS-related coronavirus in Kenyan bats	2020-01-27
Tor2	Severe acute respiratory syndrome-related coronavirus		AY274119	29751	20XX-XX-XX			Human	Homo sapiens; patient #2 with severe acute respiratory syndrome (SARS)	Canada	north_america	genomic RNA	Tor2__AY274119	https://www.ncbi.nlm.nih.gov/nuccore/AY274119	He,R., Dobie,F., Ballantine,M., Leeson,A., Li,Y., Bastien,N., Cutts,T., Andonov,A., Cao,J., Booth,T.F., Plummer,F.A., Tyler,S., Baker,L. and Li,X.	Analysis of multimerization of the SARS coronavirus nucleocapsid protein	2020-01-27
